ip,seq,latency_ms,recv,lost
10.45.0.5,586,1.42,587,0
10.45.0.2,571,0.49,572,0
10.45.0.2,572,0.33,573,0
10.45.0.4,566,0.60,567,0
10.45.0.2,573,0.46,574,0
10.45.0.6,562,0.64,563,0
10.45.0.3,589,0.60,590,0
10.45.0.2,574,0.46,575,0
10.45.0.6,563,1.19,564,0
10.45.0.5,587,1.05,588,0
10.45.0.4,567,0.84,568,0
10.45.0.4,568,0.96,569,0
10.45.0.4,569,0.95,570,0
10.45.0.6,564,0.94,565,0
10.45.0.5,588,0.79,589,0
10.45.0.6,565,0.86,566,0
10.45.0.3,590,1.12,591,0
10.45.0.4,570,0.78,571,0
10.45.0.6,566,0.58,567,0
10.45.0.2,575,0.56,576,0
10.45.0.4,571,0.66,572,0
10.45.0.5,589,1.25,590,0
10.45.0.5,590,1.00,591,0
10.45.0.6,567,1.26,568,0
10.45.0.2,576,0.62,577,0
10.45.0.5,591,0.97,592,0
10.45.0.6,568,0.65,569,0
10.45.0.3,591,1.30,592,0
10.45.0.6,569,0.92,570,0
10.45.0.3,592,1.05,593,0
10.45.0.3,593,1.12,594,0
10.45.0.6,570,0.94,571,0
10.45.0.4,572,0.66,573,0
10.45.0.3,594,0.57,595,0
10.45.0.6,571,0.96,572,0
10.45.0.6,572,0.98,573,0
10.45.0.3,595,0.54,596,0
10.45.0.2,577,0.31,578,0
10.45.0.5,592,0.83,593,0
10.45.0.2,578,0.39,579,0
10.45.0.2,579,0.38,580,0
10.45.0.6,573,0.72,574,0
10.45.0.5,593,1.24,594,0
10.45.0.2,580,0.25,581,0
10.45.0.5,594,0.75,595,0
10.45.0.5,595,0.89,596,0
10.45.0.5,596,0.82,597,0
10.45.0.6,574,0.59,575,0
10.45.0.4,573,0.60,574,0
10.45.0.4,574,0.70,575,0
10.45.0.3,596,1.14,597,0
10.45.0.3,597,0.91,598,0
10.45.0.3,598,0.69,599,0
10.45.0.6,575,0.67,576,0
10.45.0.6,576,0.60,577,0
10.45.0.2,581,0.33,582,0
10.45.0.3,599,0.49,600,0
10.45.0.2,582,0.50,583,0
10.45.0.6,577,0.88,578,0
10.45.0.2,583,0.38,584,0
10.45.0.5,597,0.92,598,0
10.45.0.3,600,1.10,601,0
10.45.0.3,601,1.09,602,0
10.45.0.4,575,0.60,576,0
10.45.0.4,576,1.54,577,0
10.45.0.3,602,1.16,603,0
10.45.0.3,603,1.34,604,0
10.45.0.3,604,1.01,605,0
10.45.0.6,578,0.97,579,0
10.45.0.6,579,0.99,580,0
10.45.0.2,584,0.66,585,0
10.45.0.5,598,1.00,599,0
10.45.0.3,605,0.47,606,0
10.45.0.6,580,0.59,581,0
10.45.0.6,581,0.96,582,0
10.45.0.4,577,1.04,578,0
10.45.0.2,585,0.64,586,0
10.45.0.5,599,1.13,600,0
10.45.0.3,606,0.79,607,0
10.45.0.3,607,0.76,608,0
10.45.0.5,600,1.09,601,0
10.45.0.3,608,0.91,609,0
10.45.0.6,582,0.65,583,0
10.45.0.2,586,0.60,587,0
10.45.0.2,587,0.86,588,0
10.45.0.4,578,1.08,579,0
10.45.0.2,588,1.25,589,0
10.45.0.3,609,1.07,610,0
10.45.0.3,610,0.99,611,0
10.45.0.6,583,0.90,584,0
10.45.0.2,589,0.67,590,0
10.45.0.6,584,1.05,585,0
10.45.0.3,611,1.33,612,0
10.45.0.6,585,1.29,586,0
10.45.0.5,601,1.68,602,0
10.45.0.2,590,0.86,591,0
10.45.0.2,591,0.36,592,0
10.45.0.4,579,19.81,580,0
10.45.0.3,612,19.88,613,0
10.45.0.2,592,19.96,593,0
10.45.0.4,580,1.01,581,0
10.45.0.3,613,1.28,614,0
10.45.0.2,593,0.67,594,0
10.45.0.3,614,1.23,615,0
10.45.0.6,586,0.87,587,0
10.45.0.3,615,0.85,616,0
10.45.0.5,602,0.81,603,0
10.45.0.6,587,0.51,588,0
10.45.0.3,616,0.73,617,0
10.45.0.4,581,0.75,582,0
10.45.0.6,588,0.52,589,0
10.45.0.3,617,0.58,618,0
10.45.0.4,582,0.72,583,0
10.45.0.4,583,0.82,584,0
10.45.0.4,584,0.59,585,0
10.45.0.2,594,0.52,595,0
10.45.0.2,595,0.44,596,0
10.45.0.2,596,0.49,597,0
10.45.0.5,603,1.14,604,0
10.45.0.2,597,0.43,598,0
10.45.0.2,598,0.51,599,0
10.45.0.6,589,0.53,590,0
10.45.0.3,618,0.63,619,0
10.45.0.3,619,0.51,620,0
10.45.0.6,590,0.53,591,0
10.45.0.4,585,0.46,586,0
10.45.0.5,604,0.67,605,0
10.45.0.2,599,0.31,600,0
10.45.0.5,605,0.67,606,0
10.45.0.5,606,0.60,607,0
10.45.0.6,591,0.54,592,0
10.45.0.4,586,0.51,587,0
10.45.0.5,607,0.48,608,0
10.45.0.5,608,0.52,609,0
10.45.0.6,592,0.60,593,0
10.45.0.2,600,0.40,601,0
10.45.0.2,601,0.58,602,0
10.45.0.2,602,0.50,603,0
10.45.0.2,603,0.65,604,0
10.45.0.3,620,0.87,621,0
10.45.0.4,587,0.78,588,0
10.45.0.2,604,0.70,605,0
10.45.0.3,621,0.64,622,0
10.45.0.3,622,0.96,623,0
10.45.0.6,593,0.94,594,0
10.45.0.2,605,0.44,606,0
10.45.0.4,588,0.51,589,0
10.45.0.4,589,0.61,590,0
10.45.0.2,606,0.47,607,0
10.45.0.6,594,0.79,595,0
10.45.0.5,609,0.52,610,0
10.45.0.2,607,0.41,608,0
10.45.0.6,595,0.86,596,0
10.45.0.5,610,0.70,611,0
10.45.0.2,608,0.53,609,0
10.45.0.5,611,1.27,612,0
10.45.0.4,590,0.67,591,0
10.45.0.2,609,0.58,610,0
10.45.0.3,623,0.74,624,0
10.45.0.4,591,0.41,592,0
10.45.0.6,596,0.74,597,0
10.45.0.2,610,0.59,611,0
10.45.0.3,624,0.54,625,0
10.45.0.6,597,0.92,598,0
10.45.0.2,611,0.66,612,0
10.45.0.6,598,0.86,599,0
10.45.0.2,612,0.47,613,0
10.45.0.3,625,0.34,626,0
10.45.0.6,599,0.53,600,0
10.45.0.3,626,0.33,627,0
10.45.0.5,612,0.76,613,0
10.45.0.2,613,0.53,614,0
10.45.0.6,600,0.50,601,0
10.45.0.2,614,0.52,615,0
10.45.0.3,627,0.35,628,0
10.45.0.2,615,0.29,616,0
10.45.0.4,592,0.29,593,0
10.45.0.4,593,0.29,594,0
10.45.0.6,601,0.50,602,0
10.45.0.3,628,0.42,629,0
10.45.0.3,629,0.32,630,0
10.45.0.2,616,0.46,617,0
10.45.0.6,602,0.82,603,0
10.45.0.6,603,0.53,604,0
10.45.0.2,617,0.48,618,0
10.45.0.6,604,0.71,605,0
10.45.0.2,618,0.40,619,0
10.45.0.6,605,0.57,606,0
10.45.0.2,619,0.65,620,0
10.45.0.5,613,0.44,614,0
10.45.0.4,594,0.53,595,0
10.45.0.5,614,0.80,615,0
10.45.0.3,630,0.39,631,0
10.45.0.3,631,0.50,632,0
10.45.0.3,632,0.51,633,0
10.45.0.4,595,0.48,596,0
10.45.0.6,606,0.59,607,0
10.45.0.4,596,0.39,597,0
10.45.0.2,620,0.53,621,0
10.45.0.6,607,0.44,608,0
10.45.0.5,615,0.29,616,0
10.45.0.5,616,0.51,617,0
10.45.0.4,597,0.59,598,0
10.45.0.5,617,0.55,618,0
10.45.0.4,598,0.55,599,0
10.45.0.5,618,0.57,619,0
10.45.0.4,599,0.53,600,0
10.45.0.5,619,0.46,620,0
10.45.0.5,620,0.54,621,0
10.45.0.6,608,0.50,609,0
10.45.0.4,600,0.35,601,0
10.45.0.6,609,0.39,610,0
10.45.0.4,601,0.49,602,0
10.45.0.6,610,0.41,611,0
10.45.0.3,633,0.45,634,0
10.45.0.2,621,0.51,622,0
10.45.0.5,621,0.52,622,0
10.45.0.5,622,0.54,623,0
10.45.0.4,602,0.31,603,0
10.45.0.2,622,0.40,623,0
10.45.0.5,623,0.43,624,0
10.45.0.2,623,0.39,624,0
10.45.0.4,603,0.54,604,0
10.45.0.4,604,0.35,605,0
10.45.0.6,611,1.04,612,0
10.45.0.3,634,0.42,635,0
10.45.0.6,612,0.90,613,0
10.45.0.4,605,0.83,606,0
10.45.0.4,606,0.58,607,0
10.45.0.6,613,0.89,614,0
10.45.0.6,614,0.82,615,0
10.45.0.4,607,0.62,608,0
10.45.0.5,624,0.34,625,0
10.45.0.6,615,0.93,616,0
10.45.0.2,624,0.40,625,0
10.45.0.5,625,0.45,626,0
10.45.0.6,616,0.64,617,0
10.45.0.2,625,0.34,626,0
10.45.0.2,626,0.43,627,0
10.45.0.2,627,0.31,628,0
10.45.0.3,635,0.34,636,0
10.45.0.2,628,7.55,629,0
10.45.0.5,626,1.25,627,0
10.45.0.6,617,6.33,618,0
10.45.0.3,636,0.45,637,0
10.45.0.2,629,3.29,630,0
10.45.0.2,630,2.92,631,0
10.45.0.2,631,1.15,632,0
10.45.0.4,608,2.02,609,0
10.45.0.2,632,0.53,633,0
10.45.0.4,609,0.49,610,0
10.45.0.2,633,0.85,634,0
10.45.0.2,634,0.55,635,0
10.45.0.6,618,0.85,619,0
10.45.0.2,635,1.66,636,0
10.45.0.2,636,0.68,637,0
10.45.0.5,627,1.34,628,0
10.45.0.3,637,0.93,638,0
10.45.0.5,628,1.66,629,0
10.45.0.5,629,0.82,630,0
10.45.0.2,637,0.75,638,0
10.45.0.4,610,1.87,611,0
10.45.0.4,611,1.73,612,0
10.45.0.6,619,2.10,620,0
10.45.0.3,638,1.23,639,0
10.45.0.6,620,1.10,621,0
10.45.0.4,612,1.56,613,0
10.45.0.3,639,1.09,640,0
10.45.0.3,640,0.85,641,0
10.45.0.2,638,1.32,639,0
10.45.0.5,630,1.99,631,0
10.45.0.3,641,1.04,642,0
10.45.0.2,639,0.50,640,0
10.45.0.3,642,0.38,643,0
10.45.0.4,613,0.45,614,0
10.45.0.6,621,1.31,622,0
10.45.0.2,640,0.95,641,0
10.45.0.6,622,1.32,623,0
10.45.0.3,643,0.83,644,0
10.45.0.4,614,0.97,615,0
10.45.0.5,631,1.10,632,0
10.45.0.4,615,0.76,616,0
10.45.0.5,632,0.67,633,0
10.45.0.6,623,1.13,624,0
10.45.0.4,616,0.99,617,0
10.45.0.5,633,0.60,634,0
10.45.0.2,641,1.03,642,0
10.45.0.6,624,1.27,625,0
10.45.0.3,644,0.70,645,0
10.45.0.6,625,1.01,626,0
10.45.0.2,642,1.11,643,0
10.45.0.5,634,1.36,635,0
10.45.0.4,617,0.88,618,0
10.45.0.5,635,1.22,636,0
10.45.0.2,643,1.01,644,0
10.45.0.4,618,0.77,619,0
10.45.0.6,626,0.94,627,0
10.45.0.5,636,1.00,637,0
10.45.0.6,627,1.07,628,0
10.45.0.4,619,1.31,620,0
10.45.0.5,637,1.01,638,0
10.45.0.3,645,1.08,646,0
10.45.0.2,644,0.99,645,0
10.45.0.4,620,1.00,621,0
10.45.0.5,638,1.09,639,0
10.45.0.3,646,0.85,647,0
10.45.0.4,621,0.68,622,0
10.45.0.3,647,1.40,648,0
10.45.0.3,648,1.22,649,0
10.45.0.2,645,1.00,646,0
10.45.0.5,639,1.33,640,0
10.45.0.2,646,0.68,647,0
10.45.0.3,649,0.41,650,0
10.45.0.6,628,0.67,629,0
10.45.0.5,640,1.01,641,0
10.45.0.6,629,0.77,630,0
10.45.0.6,630,0.83,631,0
10.45.0.6,631,0.64,632,0
10.45.0.4,622,0.39,623,0
10.45.0.2,647,0.54,648,0
10.45.0.5,641,0.82,642,0
10.45.0.4,623,1.22,624,0
10.45.0.2,648,1.06,649,0
10.45.0.5,642,1.06,643,0
10.45.0.2,649,0.94,650,0
10.45.0.5,643,1.26,644,0
10.45.0.3,650,0.68,651,0
10.45.0.5,644,0.88,645,0
10.45.0.4,624,0.77,625,0
10.45.0.4,625,0.81,626,0
10.45.0.6,632,0.89,633,0
10.45.0.5,645,1.32,646,0
10.45.0.4,626,0.74,627,0
10.45.0.4,627,0.45,628,0
10.45.0.2,650,0.92,651,0
10.45.0.3,651,0.97,652,0
10.45.0.2,651,1.27,652,0
10.45.0.6,633,0.72,634,0
10.45.0.3,652,0.53,653,0
10.45.0.6,634,0.66,635,0
10.45.0.6,635,0.59,636,0
10.45.0.3,653,0.53,654,0
10.45.0.3,654,0.55,655,0
10.45.0.6,636,0.64,637,0
10.45.0.5,646,0.62,647,0
10.45.0.4,628,0.57,629,0
10.45.0.3,655,0.50,656,0
10.45.0.5,647,0.75,648,0
10.45.0.2,652,0.87,653,0
10.45.0.5,648,0.95,649,0
10.45.0.5,649,1.01,650,0
10.45.0.5,650,0.89,651,0
10.45.0.6,637,0.85,638,0
10.45.0.4,629,1.04,630,0
10.45.0.3,656,0.82,657,0
10.45.0.2,653,0.99,654,0
10.45.0.2,654,0.81,655,0
10.45.0.5,651,0.86,652,0
10.45.0.5,652,0.67,653,0
10.45.0.4,630,1.05,631,0
10.45.0.2,655,1.28,656,0
10.45.0.6,638,1.04,639,0
10.45.0.5,653,0.92,654,0
10.45.0.2,656,1.04,657,0
10.45.0.2,657,1.52,658,0
10.45.0.5,654,1.19,655,0
10.45.0.2,658,0.83,659,0
10.45.0.3,657,0.67,658,0
10.45.0.3,658,0.79,659,0
10.45.0.3,659,0.63,660,0
10.45.0.4,631,1.08,632,0
10.45.0.4,632,8.88,633,0
10.45.0.6,639,4.63,640,0
10.45.0.3,660,4.80,661,0
10.45.0.3,661,1.07,662,0
10.45.0.6,640,1.33,641,0
10.45.0.5,655,0.94,656,0
10.45.0.6,641,0.94,642,0
10.45.0.2,659,0.95,660,0
10.45.0.6,642,1.10,643,0
10.45.0.2,660,1.45,661,0
10.45.0.4,633,0.87,634,0
10.45.0.3,662,0.88,663,0
10.45.0.2,661,1.19,662,0
10.45.0.3,663,0.73,664,0
10.45.0.4,634,0.76,635,0
10.45.0.6,643,0.63,644,0
10.45.0.3,664,0.62,665,0
10.45.0.2,662,0.89,663,0
10.45.0.6,644,0.54,645,0
10.45.0.6,645,1.05,646,0
10.45.0.2,663,0.65,664,0
10.45.0.3,665,0.95,666,0
10.45.0.3,666,0.85,667,0
10.45.0.2,664,0.72,665,0
10.45.0.4,635,0.72,636,0
10.45.0.4,636,0.61,637,0
10.45.0.5,656,0.84,657,0
10.45.0.4,637,0.55,638,0
10.45.0.6,646,0.69,647,0
10.45.0.5,657,0.50,658,0
10.45.0.6,647,0.49,648,0
10.45.0.4,638,0.58,639,0
10.45.0.4,639,0.48,640,0
10.45.0.4,640,0.95,641,0
10.45.0.5,658,1.16,659,0
10.45.0.6,648,0.86,649,0
10.45.0.5,659,0.84,660,0
10.45.0.6,649,0.61,650,0
10.45.0.6,650,0.97,651,0
10.45.0.3,667,0.52,668,0
10.45.0.2,665,0.48,666,0
10.45.0.3,668,0.54,669,0
10.45.0.6,651,1.07,652,0
10.45.0.2,666,0.76,667,0
10.45.0.4,641,1.00,642,0
10.45.0.6,652,0.70,653,0
10.45.0.2,667,0.65,668,0
10.45.0.6,653,0.67,654,0
10.45.0.5,660,0.81,661,0
10.45.0.2,668,0.56,669,0
10.45.0.6,654,0.89,655,0
10.45.0.5,661,0.85,662,0
10.45.0.2,669,0.50,670,0
10.45.0.5,662,0.67,663,0
10.45.0.3,669,0.64,670,0
10.45.0.3,670,0.66,671,0
10.45.0.4,642,1.08,643,0
10.45.0.4,643,0.55,644,0
10.45.0.2,670,0.61,671,0
10.45.0.6,655,0.68,656,0
10.45.0.5,663,0.61,664,0
10.45.0.4,644,0.81,645,0
10.45.0.3,671,0.76,672,0
10.45.0.4,645,1.05,646,0
10.45.0.2,671,0.75,672,0
10.45.0.6,656,0.66,657,0
10.45.0.5,664,0.91,665,0
10.45.0.6,657,0.63,658,0
10.45.0.5,665,0.54,666,0
10.45.0.2,672,0.80,673,0
10.45.0.5,666,0.62,667,0
10.45.0.3,672,0.55,673,0
10.45.0.6,658,1.28,659,0
10.45.0.4,646,0.87,647,0
10.45.0.6,659,0.83,660,0
10.45.0.5,667,0.78,668,0
10.45.0.5,668,0.80,669,0
10.45.0.3,673,0.62,674,0
10.45.0.5,669,0.36,670,0
10.45.0.3,674,0.33,675,0
10.45.0.5,670,0.56,671,0
10.45.0.5,671,0.58,672,0
10.45.0.5,672,1.16,673,0
10.45.0.2,673,0.55,674,0
10.45.0.5,673,0.98,674,0
10.45.0.3,675,0.66,676,0
10.45.0.5,674,0.94,675,0
10.45.0.3,676,1.06,677,0
10.45.0.4,647,1.29,648,0
10.45.0.2,674,0.88,675,0
10.45.0.3,677,0.60,678,0
10.45.0.6,660,0.74,661,0
10.45.0.4,648,0.75,649,0
10.45.0.2,675,0.70,676,0
10.45.0.6,661,0.88,662,0
10.45.0.6,662,0.71,663,0
10.45.0.5,675,0.68,676,0
10.45.0.4,649,0.53,650,0
10.45.0.5,676,0.78,677,0
10.45.0.5,677,0.79,678,0
10.45.0.2,676,0.71,677,0
10.45.0.6,663,0.75,664,0
10.45.0.4,650,0.51,651,0
10.45.0.3,678,0.74,679,0
10.45.0.6,664,1.01,665,0
10.45.0.4,651,0.88,652,0
10.45.0.6,665,0.70,666,0
10.45.0.4,652,0.74,653,0
10.45.0.5,678,0.88,679,0
10.45.0.3,679,0.91,680,0
10.45.0.3,680,1.05,681,0
10.45.0.6,666,0.81,667,0
10.45.0.5,679,0.39,680,0
10.45.0.6,667,0.78,668,0
10.45.0.5,680,0.70,681,0
10.45.0.2,677,1.04,678,0
10.45.0.6,668,0.69,669,0
10.45.0.5,681,0.77,682,0
10.45.0.6,669,1.04,670,0
10.45.0.5,682,0.99,683,0
10.45.0.4,653,1.42,654,0
10.45.0.4,654,1.37,655,0
10.45.0.3,681,0.76,682,0
10.45.0.2,678,1.11,679,0
10.45.0.6,670,1.30,671,0
10.45.0.2,679,0.74,680,0
10.45.0.4,655,0.60,656,0
10.45.0.4,656,0.63,657,0
10.45.0.4,657,0.57,658,0
10.45.0.5,683,0.33,684,0
10.45.0.6,671,0.63,672,0
10.45.0.4,658,0.85,659,0
10.45.0.6,672,0.68,673,0
10.45.0.4,659,0.72,660,0
10.45.0.2,680,0.99,681,0
10.45.0.2,681,1.21,682,0
10.45.0.3,682,0.52,683,0
10.45.0.3,683,4.16,684,0
10.45.0.3,684,11.31,685,0
10.45.0.6,673,8.86,674,0
10.45.0.4,660,6.13,661,0
10.45.0.6,674,10.85,675,0
10.45.0.4,661,1.55,662,0
10.45.0.5,684,1.13,685,0
10.45.0.6,675,1.05,676,0
10.45.0.4,662,0.70,663,0
10.45.0.6,676,1.46,677,0
10.45.0.4,663,0.75,664,0
10.45.0.2,682,1.42,683,0
10.45.0.6,677,0.50,678,0
10.45.0.2,683,7.44,684,0
10.45.0.5,685,6.83,686,0
10.45.0.6,678,4.01,679,0
10.45.0.3,685,0.54,686,0
10.45.0.3,686,1.59,687,0
10.45.0.4,664,1.29,665,0
10.45.0.4,665,3.94,666,0
10.45.0.2,684,0.70,685,0
10.45.0.2,685,1.05,686,0
10.45.0.5,686,1.28,687,0
10.45.0.6,679,0.60,680,0
10.45.0.2,686,0.85,687,0
10.45.0.5,687,0.79,688,0
10.45.0.3,687,0.90,688,0
10.45.0.3,688,0.79,689,0
10.45.0.3,689,0.67,690,0
10.45.0.3,690,0.69,691,0
10.45.0.3,691,0.74,692,0
10.45.0.4,666,0.66,667,0
10.45.0.6,680,0.57,681,0
10.45.0.5,688,0.64,689,0
10.45.0.5,689,0.82,690,0
10.45.0.5,690,0.81,691,0
10.45.0.5,691,0.93,692,0
10.45.0.5,692,0.81,693,0
10.45.0.3,692,0.34,693,0
10.45.0.6,681,0.79,682,0
10.45.0.2,687,0.78,688,0
10.45.0.5,693,0.67,694,0
10.45.0.6,682,0.53,683,0
10.45.0.2,688,0.82,689,0
10.45.0.5,694,0.58,695,0
10.45.0.4,667,1.28,668,0
10.45.0.3,693,1.54,694,0
10.45.0.2,689,1.15,690,0
10.45.0.3,694,0.91,695,0
10.45.0.4,668,0.59,669,0
10.45.0.4,669,0.56,670,0
10.45.0.4,670,0.80,671,0
10.45.0.6,683,0.96,684,0
10.45.0.5,695,1.17,696,0
10.45.0.5,696,0.75,697,0
10.45.0.2,690,0.82,691,0
10.45.0.3,695,0.60,696,0
10.45.0.6,684,0.87,685,0
10.45.0.6,685,0.89,686,0
10.45.0.4,671,0.60,672,0
10.45.0.4,672,0.82,673,0
10.45.0.4,673,0.64,674,0
10.45.0.4,674,0.55,675,0
10.45.0.6,686,0.97,687,0
10.45.0.5,697,1.32,698,0
10.45.0.4,675,0.66,676,0
10.45.0.2,691,0.83,692,0
10.45.0.3,696,0.57,697,0
10.45.0.3,697,0.98,698,0
10.45.0.4,676,0.61,677,0
10.45.0.3,698,0.65,699,0
10.45.0.5,698,0.56,699,0
10.45.0.3,699,0.52,700,0
10.45.0.5,699,0.55,700,0
10.45.0.3,700,0.80,701,0
10.45.0.3,701,1.39,702,0
10.45.0.6,687,0.70,688,0
10.45.0.6,688,1.15,689,0
10.45.0.3,702,0.79,703,0
10.45.0.3,703,0.68,704,0
10.45.0.3,704,0.38,705,0
10.45.0.6,689,0.57,690,0
10.45.0.2,692,0.57,693,0
10.45.0.3,705,0.82,706,0
10.45.0.4,677,0.55,678,0
10.45.0.6,690,0.70,691,0
10.45.0.4,678,0.36,679,0
10.45.0.4,679,0.34,680,0
10.45.0.3,706,0.36,707,0
10.45.0.6,691,0.38,692,0
10.45.0.4,680,0.40,681,0
10.45.0.5,700,0.56,701,0
10.45.0.4,681,0.40,682,0
10.45.0.3,707,0.51,708,0
10.45.0.5,701,0.70,702,0
10.45.0.4,682,0.49,683,0
10.45.0.5,702,0.72,703,0
10.45.0.5,703,0.84,704,0
10.45.0.6,692,0.31,693,0
10.45.0.2,693,0.82,694,0
10.45.0.6,693,0.44,694,0
10.45.0.5,704,0.70,705,0
10.45.0.6,694,0.43,695,0
10.45.0.6,695,0.90,696,0
10.45.0.4,683,0.70,684,0
10.45.0.6,696,0.84,697,0
10.45.0.2,694,0.85,695,0
10.45.0.5,705,1.01,706,0
10.45.0.6,697,0.35,698,0
10.45.0.3,708,0.68,709,0
10.45.0.5,706,0.49,707,0
10.45.0.6,698,0.35,699,0
10.45.0.6,699,0.54,700,0
10.45.0.4,684,0.61,685,0
10.45.0.6,700,0.49,701,0
10.45.0.4,685,0.41,686,0
10.45.0.4,686,0.74,687,0
10.45.0.2,695,0.58,696,0
10.45.0.6,701,0.53,702,0
10.45.0.6,702,0.51,703,0
10.45.0.3,709,0.46,710,0
10.45.0.5,707,0.57,708,0
10.45.0.4,687,0.49,688,0
10.45.0.3,710,0.64,711,0
10.45.0.2,696,0.71,697,0
10.45.0.6,703,0.58,704,0
10.45.0.2,697,0.42,698,0
10.45.0.3,711,1.05,712,0
10.45.0.6,704,1.06,705,0
10.45.0.5,708,1.50,709,0
10.45.0.4,688,1.32,689,0
10.45.0.6,705,0.49,706,0
10.45.0.5,709,0.61,710,0
10.45.0.4,689,0.57,690,0
10.45.0.5,710,0.78,711,0
10.45.0.4,690,0.46,691,0
10.45.0.3,712,0.38,713,0
10.45.0.5,711,0.78,712,0
10.45.0.5,712,0.79,713,0
10.45.0.2,698,0.52,699,0
10.45.0.2,699,0.52,700,0
10.45.0.5,713,1.01,714,0
10.45.0.6,706,0.71,707,0
10.45.0.2,700,0.66,701,0
10.45.0.3,713,3.04,714,0
10.45.0.2,701,6.09,702,0
10.45.0.4,691,2.96,692,0
10.45.0.5,714,6.29,715,0
10.45.0.3,714,0.40,715,0
10.45.0.4,692,0.51,693,0
10.45.0.5,715,0.47,716,0
10.45.0.6,707,4.50,708,0
10.45.0.2,702,1.90,703,0
10.45.0.6,708,0.68,709,0
10.45.0.3,715,0.80,716,0
10.45.0.6,709,1.96,710,0
10.45.0.6,710,0.96,711,0
10.45.0.6,711,1.19,712,0
10.45.0.4,693,0.86,694,0
10.45.0.5,716,1.01,717,0
10.45.0.5,717,1.04,718,0
10.45.0.4,694,0.76,695,0
10.45.0.5,718,0.71,719,0
10.45.0.4,695,1.02,696,0
10.45.0.5,719,0.80,720,0
10.45.0.2,703,0.66,704,0
10.45.0.4,696,0.29,697,0
10.45.0.4,697,0.76,698,0
10.45.0.2,704,0.78,705,0
10.45.0.2,705,0.62,706,0
10.45.0.3,716,0.28,717,0
10.45.0.3,717,0.65,718,0
10.45.0.3,718,1.25,719,0
10.45.0.4,698,1.10,699,0
10.45.0.4,699,1.01,700,0
10.45.0.3,719,0.82,720,0
10.45.0.3,720,0.95,721,0
10.45.0.6,712,1.23,713,0
10.45.0.6,713,0.81,714,0
10.45.0.6,714,0.93,715,0
10.45.0.5,720,0.61,721,0
10.45.0.2,706,0.94,707,0
10.45.0.6,715,0.77,716,0
10.45.0.5,721,0.72,722,0
10.45.0.2,707,0.29,708,0
10.45.0.6,716,0.43,717,0
10.45.0.5,722,0.52,723,0
10.45.0.4,700,0.86,701,0
10.45.0.3,721,0.85,722,0
10.45.0.2,708,0.75,709,0
10.45.0.6,717,1.07,718,0
10.45.0.5,723,0.76,724,0
10.45.0.2,709,0.35,710,0
10.45.0.5,724,0.47,725,0
10.45.0.2,710,0.52,711,0
10.45.0.4,701,0.45,702,0
10.45.0.5,725,0.84,726,0
10.45.0.6,718,0.46,719,0
10.45.0.5,726,0.60,727,0
10.45.0.2,711,0.40,712,0
10.45.0.2,712,0.39,713,0
10.45.0.6,719,0.32,720,0
10.45.0.6,720,0.35,721,0
10.45.0.6,721,0.44,722,0
10.45.0.6,722,0.47,723,0
10.45.0.6,723,0.42,724,0
10.45.0.5,727,0.68,728,0
10.45.0.2,713,0.27,714,0
10.45.0.2,714,0.26,715,0
10.45.0.5,728,0.52,729,0
10.45.0.2,715,0.26,716,0
10.45.0.5,729,0.63,730,0
10.45.0.3,722,0.25,723,0
10.45.0.3,723,0.35,724,0
10.45.0.2,716,0.67,717,0
10.45.0.4,702,0.29,703,0
10.45.0.5,730,0.68,731,0
10.45.0.4,703,0.41,704,0
10.45.0.5,731,0.60,732,0
10.45.0.5,732,0.81,733,0
10.45.0.3,724,0.56,725,0
10.45.0.5,733,0.74,734,0
10.45.0.6,724,1.29,725,0
10.45.0.6,725,0.76,726,0
10.45.0.6,726,0.60,727,0
10.45.0.5,734,0.94,735,0
10.45.0.6,727,0.59,728,0
10.45.0.2,717,0.33,718,0
10.45.0.2,718,0.24,719,0
10.45.0.6,728,0.40,729,0
10.45.0.4,704,0.46,705,0
10.45.0.2,719,0.23,720,0
10.45.0.4,705,0.52,706,0
10.45.0.3,725,0.58,726,0
10.45.0.2,720,0.76,721,0
10.45.0.5,735,1.18,736,0
10.45.0.3,726,0.26,727,0
10.45.0.4,706,0.56,707,0
10.45.0.3,727,0.65,728,0
10.45.0.3,728,0.81,729,0
10.45.0.3,729,0.31,730,0
10.45.0.6,729,0.38,730,0
10.45.0.5,736,1.18,737,0
10.45.0.4,707,0.74,708,0
10.45.0.6,730,1.74,731,0
10.45.0.6,731,1.15,732,0
10.45.0.2,721,0.63,722,0
10.45.0.2,722,0.77,723,0
10.45.0.6,732,0.80,733,0
10.45.0.2,723,0.83,724,0
10.45.0.3,730,0.69,731,0
10.45.0.2,724,0.38,725,0
10.45.0.3,731,0.48,732,0
10.45.0.5,737,0.96,738,0
10.45.0.3,732,0.85,733,0
10.45.0.4,708,0.51,709,0
10.45.0.5,738,0.69,739,0
10.45.0.3,733,0.73,734,0
10.45.0.5,739,0.56,740,0
10.45.0.5,740,0.76,741,0
10.45.0.5,741,1.01,742,0
10.45.0.4,709,0.83,710,0
10.45.0.6,733,0.99,734,0
10.45.0.6,734,1.17,735,0
10.45.0.2,725,0.64,726,0
10.45.0.2,726,1.12,727,0
10.45.0.2,727,0.67,728,0
10.45.0.3,734,0.85,735,0
