ip,seq,latency_ms,recv,lost
10.45.0.6,1254,2.83,1255,0
10.45.0.6,1255,4.68,1256,0
10.45.0.2,1243,0.53,1244,0
10.45.0.4,1253,0.93,1254,0
10.45.0.2,1244,0.31,1245,0
10.45.0.4,1254,0.48,1255,0
10.45.0.2,1245,0.63,1246,0
10.45.0.4,1255,0.73,1256,0
10.45.0.3,1263,0.54,1264,0
10.45.0.4,1256,1.29,1257,0
10.45.0.3,1264,1.46,1265,0
10.45.0.5,1276,1.39,1277,0
10.45.0.2,1246,0.29,1247,0
10.45.0.6,1256,0.53,1257,0
10.45.0.5,1277,0.55,1278,0
10.45.0.3,1265,0.39,1266,0
10.45.0.2,1247,1.02,1248,0
10.45.0.3,1266,0.47,1267,0
10.45.0.2,1248,0.28,1249,0
10.45.0.6,1257,0.30,1258,0
10.45.0.6,1258,0.55,1259,0
10.45.0.6,1259,0.62,1260,0
10.45.0.2,1249,0.47,1250,0
10.45.0.4,1257,0.75,1258,0
10.45.0.5,1278,0.49,1279,0
10.45.0.3,1267,0.45,1268,0
10.45.0.4,1258,0.62,1259,0
10.45.0.2,1250,0.38,1251,0
10.45.0.2,1251,0.30,1252,0
10.45.0.2,1252,0.54,1253,0
10.45.0.3,1268,0.78,1269,0
10.45.0.6,1260,0.40,1261,0
10.45.0.6,1261,0.38,1262,0
10.45.0.3,1269,0.62,1270,0
10.45.0.3,1270,0.79,1271,0
10.45.0.6,1262,0.57,1263,0
10.45.0.3,1271,0.81,1272,0
10.45.0.2,1253,0.58,1254,0
10.45.0.4,1259,0.43,1260,0
10.45.0.5,1279,0.37,1280,0
10.45.0.3,1272,0.65,1273,0
10.45.0.6,1263,0.62,1264,0
10.45.0.2,1254,0.52,1255,0
10.45.0.4,1260,0.36,1261,0
10.45.0.5,1280,0.50,1281,0
10.45.0.3,1273,0.51,1274,0
10.45.0.2,1255,0.94,1256,0
10.45.0.4,1261,0.40,1262,0
10.45.0.4,1262,0.65,1263,0
10.45.0.4,1263,0.54,1264,0
10.45.0.3,1274,0.59,1275,0
10.45.0.3,1275,1.17,1276,0
10.45.0.3,1276,0.76,1277,0
10.45.0.6,1264,0.82,1265,0
10.45.0.4,1264,1.01,1265,0
10.45.0.4,1265,0.69,1266,0
10.45.0.4,1266,0.47,1267,0
10.45.0.5,1281,0.48,1282,0
10.45.0.2,1256,1.16,1257,0
10.45.0.2,1257,0.80,1258,0
10.45.0.5,1282,1.14,1283,0
10.45.0.6,1265,1.04,1266,0
10.45.0.6,1266,0.84,1267,0
10.45.0.4,1267,1.04,1268,0
10.45.0.6,1267,0.74,1268,0
10.45.0.2,1258,0.83,1259,0
10.45.0.4,1268,0.51,1269,0
10.45.0.2,1259,1.03,1260,0
10.45.0.3,1277,0.55,1278,0
10.45.0.6,1268,0.93,1269,0
10.45.0.3,1278,1.44,1279,0
10.45.0.6,1269,0.54,1270,0
10.45.0.4,1269,1.00,1270,0
10.45.0.2,1260,0.96,1261,0
10.45.0.3,1279,0.88,1280,0
10.45.0.6,1270,1.02,1271,0
10.45.0.5,1283,1.10,1284,0
10.45.0.2,1261,1.08,1262,0
10.45.0.5,1284,1.16,1285,0
10.45.0.6,1271,0.86,1272,0
10.45.0.3,1280,1.09,1281,0
10.45.0.3,1281,0.83,1282,0
10.45.0.5,1285,0.74,1286,0
10.45.0.3,1282,1.61,1283,0
10.45.0.4,1270,0.90,1271,0
10.45.0.5,1286,0.71,1287,0
10.45.0.2,1262,0.51,1263,0
10.45.0.4,1271,1.03,1272,0
10.45.0.3,1283,1.18,1284,0
10.45.0.2,1263,1.13,1264,0
10.45.0.4,1272,0.89,1273,0
10.45.0.6,1272,1.13,1273,0
10.45.0.5,1287,1.25,1288,0
10.45.0.4,1273,1.29,1274,0
10.45.0.5,1288,1.17,1289,0
10.45.0.6,1273,1.19,1274,0
10.45.0.3,1284,0.84,1285,0
10.45.0.4,1274,1.29,1275,0
10.45.0.2,1264,1.09,1265,0
10.45.0.3,1285,1.29,1286,0
10.45.0.3,1286,0.99,1287,0
10.45.0.5,1289,1.01,1290,0
10.45.0.5,1290,0.65,1291,0
10.45.0.6,1274,0.49,1275,0
10.45.0.6,1275,1.21,1276,0
10.45.0.5,1291,1.10,1292,0
10.45.0.2,1265,0.90,1266,0
10.45.0.5,1292,1.26,1293,0
10.45.0.6,1276,1.04,1277,0
10.45.0.6,1277,1.03,1278,0
10.45.0.3,1287,1.03,1288,0
10.45.0.6,1278,0.97,1279,0
10.45.0.3,1288,1.30,1289,0
10.45.0.4,1275,1.19,1276,0
10.45.0.2,1266,0.85,1267,0
10.45.0.4,1276,1.66,1277,0
10.45.0.5,1293,1.14,1294,0
10.45.0.2,1267,0.77,1268,0
10.45.0.4,1277,1.53,1278,0
10.45.0.4,1278,3.29,1279,0
10.45.0.6,1279,5.35,1280,0
10.45.0.3,1289,1.25,1290,0
10.45.0.4,1279,0.67,1280,0
10.45.0.6,1280,0.45,1281,0
10.45.0.6,1281,1.22,1282,0
10.45.0.5,1294,0.85,1295,0
10.45.0.4,1280,0.82,1281,0
10.45.0.6,1282,0.60,1283,0
10.45.0.2,1268,0.71,1269,0
10.45.0.5,1295,0.81,1296,0
10.45.0.4,1281,0.66,1282,0
10.45.0.4,1282,0.68,1283,0
10.45.0.4,1283,0.57,1284,0
10.45.0.2,1269,0.60,1270,0
10.45.0.2,1270,0.51,1271,0
10.45.0.2,1271,0.51,1272,0
10.45.0.5,1296,0.88,1297,0
10.45.0.3,1290,0.68,1291,0
10.45.0.2,1272,0.85,1273,0
10.45.0.2,1273,0.79,1274,0
10.45.0.3,1291,0.82,1292,0
10.45.0.2,1274,0.85,1275,0
10.45.0.3,1292,0.70,1293,0
10.45.0.2,1275,0.62,1276,0
10.45.0.6,1283,0.64,1284,0
10.45.0.5,1297,0.70,1298,0
10.45.0.2,1276,0.93,1277,0
10.45.0.4,1284,0.47,1285,0
10.45.0.5,1298,0.85,1299,0
10.45.0.4,1285,0.74,1286,0
10.45.0.4,1286,0.76,1287,0
10.45.0.3,1293,1.02,1294,0
10.45.0.6,1284,0.91,1285,0
10.45.0.4,1287,0.55,1288,0
10.45.0.6,1285,0.74,1286,0
10.45.0.6,1286,0.63,1287,0
10.45.0.3,1294,0.65,1295,0
10.45.0.2,1277,0.80,1278,0
10.45.0.5,1299,1.70,1300,0
10.45.0.5,1300,1.90,1301,0
10.45.0.4,1288,0.99,1289,0
10.45.0.5,1301,0.90,1302,0
10.45.0.5,1302,1.06,1303,0
10.45.0.5,1303,0.90,1304,0
10.45.0.6,1287,1.04,1288,0
10.45.0.5,1304,0.94,1305,0
10.45.0.6,1288,0.83,1289,0
10.45.0.5,1305,1.41,1306,0
10.45.0.3,1295,1.08,1296,0
10.45.0.4,1289,0.63,1290,0
10.45.0.4,1290,0.96,1291,0
10.45.0.2,1278,0.67,1279,0
10.45.0.5,1306,0.84,1307,0
10.45.0.2,1279,0.95,1280,0
10.45.0.2,1280,0.78,1281,0
10.45.0.5,1307,0.44,1308,0
10.45.0.5,1308,0.73,1309,0
10.45.0.5,1309,0.66,1310,0
10.45.0.4,1291,0.52,1292,0
10.45.0.5,1310,0.66,1311,0
10.45.0.5,1311,0.58,1312,0
10.45.0.6,1289,0.90,1290,0
10.45.0.5,1312,0.65,1313,0
10.45.0.2,1281,0.61,1282,0
10.45.0.5,1313,0.63,1314,0
10.45.0.3,1296,0.53,1297,0
10.45.0.2,1282,0.49,1283,0
10.45.0.5,1314,0.45,1315,0
10.45.0.6,1290,0.56,1291,0
10.45.0.2,1283,1.15,1284,0
10.45.0.5,1315,0.60,1316,0
10.45.0.6,1291,0.50,1292,0
10.45.0.4,1292,0.74,1293,0
10.45.0.4,1293,0.54,1294,0
10.45.0.2,1284,0.49,1285,0
10.45.0.2,1285,0.54,1286,0
10.45.0.2,1286,0.56,1287,0
10.45.0.3,1297,0.36,1298,0
10.45.0.2,1287,0.72,1288,0
10.45.0.3,1298,0.63,1299,0
10.45.0.2,1288,0.71,1289,0
10.45.0.2,1289,0.79,1290,0
10.45.0.3,1299,0.81,1300,0
10.45.0.3,1300,0.83,1301,0
10.45.0.3,1301,0.68,1302,0
10.45.0.5,1316,0.55,1317,0
10.45.0.6,1292,0.42,1293,0
10.45.0.5,1317,0.71,1318,0
10.45.0.4,1294,0.46,1295,0
10.45.0.3,1302,0.40,1303,0
10.45.0.4,1295,0.65,1296,0
10.45.0.6,1293,0.87,1294,0
10.45.0.3,1303,0.87,1304,0
10.45.0.2,1290,0.83,1291,0
10.45.0.6,1294,0.70,1295,0
10.45.0.4,1296,0.70,1297,0
10.45.0.4,1297,0.72,1298,0
10.45.0.3,1304,0.64,1305,0
10.45.0.2,1291,0.60,1292,0
10.45.0.3,1305,0.59,1306,0
10.45.0.2,1292,0.62,1293,0
10.45.0.3,1306,0.79,1307,0
10.45.0.6,1295,0.67,1296,0
10.45.0.5,1318,0.52,1319,0
10.45.0.4,1298,0.50,1299,0
10.45.0.2,1293,0.68,1294,0
10.45.0.3,1307,0.64,1308,0
10.45.0.4,1299,0.59,1300,0
10.45.0.5,1319,0.69,1320,0
10.45.0.2,1294,0.63,1295,0
10.45.0.4,1300,0.63,1301,0
10.45.0.3,1308,0.54,1309,0
10.45.0.3,1309,1.12,1310,0
10.45.0.2,1295,1.21,1296,0
10.45.0.5,1320,0.67,1321,0
10.45.0.2,1296,0.42,1297,0
10.45.0.2,1297,0.59,1298,0
10.45.0.4,1301,1.21,1302,0
10.45.0.5,1321,1.41,1322,0
10.45.0.6,1296,1.42,1297,0
10.45.0.2,1298,0.76,1299,0
10.45.0.2,1299,0.68,1300,0
10.45.0.2,1300,0.97,1301,0
10.45.0.5,1322,0.90,1323,0
10.45.0.4,1302,0.57,1303,0
10.45.0.5,1323,0.58,1324,0
10.45.0.2,1301,0.76,1302,0
10.45.0.4,1303,0.80,1304,0
10.45.0.3,1310,0.55,1311,0
10.45.0.3,1311,0.37,1312,0
10.45.0.5,1324,0.59,1325,0
10.45.0.2,1302,0.97,1303,0
10.45.0.4,1304,0.64,1305,0
10.45.0.5,1325,0.75,1326,0
10.45.0.2,1303,0.91,1304,0
10.45.0.5,1326,0.45,1327,0
10.45.0.2,1304,0.48,1305,0
10.45.0.6,1297,0.93,1298,0
10.45.0.6,1298,0.73,1299,0
10.45.0.6,1299,0.53,1300,0
10.45.0.3,1312,0.49,1313,0
10.45.0.6,1300,0.52,1301,0
10.45.0.4,1305,0.47,1306,0
10.45.0.6,1301,0.68,1302,0
10.45.0.5,1327,0.53,1328,0
10.45.0.6,1302,4.86,1303,0
10.45.0.3,1313,4.92,1314,0
10.45.0.2,1305,4.79,1306,0
10.45.0.2,1306,0.42,1307,0
10.45.0.2,1307,2.37,1308,0
10.45.0.6,1303,2.91,1304,0
10.45.0.4,1306,1.80,1307,0
10.45.0.6,1304,0.58,1305,0
10.45.0.5,1328,0.61,1329,0
10.45.0.3,1314,1.27,1315,0
10.45.0.4,1307,1.00,1308,0
10.45.0.2,1308,1.07,1309,0
10.45.0.6,1305,0.70,1306,0
10.45.0.5,1329,0.53,1330,0
10.45.0.5,1330,0.50,1331,0
10.45.0.6,1306,0.70,1307,0
10.45.0.3,1315,0.75,1316,0
10.45.0.4,1308,0.73,1309,0
10.45.0.4,1309,0.61,1310,0
10.45.0.6,1307,0.42,1308,0
10.45.0.2,1309,0.54,1310,0
10.45.0.3,1316,0.51,1317,0
10.45.0.3,1317,0.53,1318,0
10.45.0.5,1331,0.53,1332,0
10.45.0.2,1310,0.28,1311,0
10.45.0.2,1311,0.55,1312,0
10.45.0.5,1332,0.50,1333,0
10.45.0.2,1312,0.40,1313,0
10.45.0.5,1333,0.45,1334,0
10.45.0.3,1318,0.44,1319,0
10.45.0.5,1334,0.42,1335,0
10.45.0.6,1308,0.38,1309,0
10.45.0.4,1310,0.61,1311,0
10.45.0.5,1335,1.04,1336,0
10.45.0.2,1313,0.87,1314,0
10.45.0.3,1319,0.73,1320,0
10.45.0.3,1320,0.51,1321,0
10.45.0.4,1311,0.98,1312,0
10.45.0.6,1309,0.99,1310,0
10.45.0.2,1314,0.92,1315,0
10.45.0.4,1312,1.46,1313,0
10.45.0.6,1310,1.26,1311,0
10.45.0.4,1313,0.79,1314,0
10.45.0.2,1315,0.56,1316,0
10.45.0.5,1336,0.54,1337,0
10.45.0.2,1316,0.54,1317,0
10.45.0.2,1317,0.63,1318,0
10.45.0.3,1321,0.58,1322,0
10.45.0.4,1314,0.45,1315,0
10.45.0.4,1315,0.64,1316,0
10.45.0.2,1318,0.75,1319,0
10.45.0.5,1337,0.67,1338,0
10.45.0.6,1311,0.60,1312,0
10.45.0.6,1312,0.58,1313,0
10.45.0.5,1338,0.73,1339,0
10.45.0.3,1322,0.70,1323,0
10.45.0.6,1313,0.57,1314,0
10.45.0.5,1339,0.54,1340,0
10.45.0.5,1340,0.92,1341,0
10.45.0.2,1319,0.77,1320,0
10.45.0.5,1341,0.46,1342,0
10.45.0.3,1323,1.05,1324,0
10.45.0.6,1314,0.52,1315,0
10.45.0.6,1315,0.38,1316,0
10.45.0.4,1316,0.60,1317,0
10.45.0.2,1320,0.47,1321,0
10.45.0.5,1342,0.62,1343,0
10.45.0.2,1321,0.59,1322,0
10.45.0.5,1343,0.67,1344,0
10.45.0.2,1322,1.03,1323,0
10.45.0.3,1324,0.75,1325,0
10.45.0.6,1316,0.94,1317,0
10.45.0.5,1344,0.80,1345,0
10.45.0.2,1323,0.85,1324,0
10.45.0.3,1325,0.82,1326,0
10.45.0.5,1345,0.74,1346,0
10.45.0.6,1317,1.18,1318,0
10.45.0.6,1318,0.63,1319,0
10.45.0.6,1319,0.65,1320,0
10.45.0.4,1317,0.55,1318,0
10.45.0.4,1318,0.58,1319,0
10.45.0.6,1320,0.85,1321,0
10.45.0.2,1324,0.74,1325,0
10.45.0.3,1326,0.49,1327,0
10.45.0.6,1321,0.58,1322,0
10.45.0.5,1346,0.68,1347,0
10.45.0.2,1325,1.15,1326,0
10.45.0.6,1322,1.06,1323,0
10.45.0.5,1347,0.92,1348,0
10.45.0.5,1348,0.84,1349,0
10.45.0.2,1326,1.16,1327,0
10.45.0.4,1319,1.30,1320,0
10.45.0.5,1349,1.20,1350,0
10.45.0.6,1323,0.82,1324,0
10.45.0.4,1320,1.01,1321,0
10.45.0.2,1327,1.53,1328,0
10.45.0.6,1324,0.53,1325,0
10.45.0.3,1327,0.86,1328,0
10.45.0.2,1328,0.61,1329,0
10.45.0.3,1328,0.60,1329,0
10.45.0.5,1350,0.99,1351,0
10.45.0.6,1325,0.68,1326,0
10.45.0.2,1329,1.15,1330,0
10.45.0.4,1321,1.00,1322,0
10.45.0.4,1322,1.55,1323,0
10.45.0.3,1329,1.10,1330,0
10.45.0.5,1351,0.91,1352,0
10.45.0.3,1330,1.07,1331,0
10.45.0.6,1326,0.72,1327,0
10.45.0.5,1352,0.71,1353,0
10.45.0.2,1330,0.87,1331,0
10.45.0.3,1331,0.52,1332,0
10.45.0.5,1353,1.04,1354,0
10.45.0.2,1331,1.12,1332,0
10.45.0.5,1354,1.44,1355,0
10.45.0.4,1323,3.29,1324,0
10.45.0.2,1332,3.16,1333,0
10.45.0.2,1333,1.17,1334,0
10.45.0.6,1327,0.75,1328,0
10.45.0.6,1328,0.47,1329,0
10.45.0.3,1332,0.51,1333,0
10.45.0.5,1355,0.81,1356,0
10.45.0.5,1356,0.75,1357,0
10.45.0.6,1329,0.55,1330,0
10.45.0.4,1324,0.29,1325,0
10.45.0.2,1334,0.48,1335,0
10.45.0.4,1325,0.46,1326,0
10.45.0.4,1326,0.64,1327,0
10.45.0.5,1357,0.46,1358,0
10.45.0.6,1330,0.52,1331,0
10.45.0.3,1333,0.57,1334,0
10.45.0.5,1358,0.59,1359,0
10.45.0.4,1327,0.34,1328,0
10.45.0.3,1334,0.44,1335,0
10.45.0.4,1328,0.34,1329,0
10.45.0.3,1335,0.50,1336,0
10.45.0.2,1335,0.55,1336,0
10.45.0.4,1329,0.49,1330,0
10.45.0.3,1336,0.42,1337,0
10.45.0.3,1337,0.70,1338,0
10.45.0.4,1330,0.37,1331,0
10.45.0.2,1336,0.62,1337,0
10.45.0.6,1331,0.31,1332,0
10.45.0.2,1337,0.56,1338,0
10.45.0.3,1338,0.44,1339,0
10.45.0.6,1332,0.30,1333,0
10.45.0.6,1333,0.41,1334,0
10.45.0.2,1338,0.32,1339,0
10.45.0.2,1339,0.48,1340,0
10.45.0.3,1339,0.62,1340,0
10.45.0.2,1340,0.29,1341,0
10.45.0.3,1340,0.57,1341,0
10.45.0.2,1341,0.70,1342,0
10.45.0.5,1359,0.44,1360,0
10.45.0.2,1342,0.97,1343,0
10.45.0.3,1341,1.05,1342,0
10.45.0.3,1342,0.70,1343,0
10.45.0.4,1331,0.77,1332,0
10.45.0.4,1332,0.38,1333,0
10.45.0.5,1360,0.54,1361,0
10.45.0.5,1361,0.67,1362,0
10.45.0.6,1334,0.81,1335,0
10.45.0.6,1335,0.67,1336,0
10.45.0.5,1362,0.79,1363,0
10.45.0.2,1343,0.67,1344,0
10.45.0.6,1336,0.87,1337,0
10.45.0.3,1343,0.84,1344,0
10.45.0.4,1333,0.69,1334,0
10.45.0.3,1344,0.71,1345,0
10.45.0.6,1337,0.82,1338,0
10.45.0.3,1345,0.57,1346,0
10.45.0.4,1334,0.95,1335,0
10.45.0.2,1344,0.43,1345,0
10.45.0.6,1338,0.93,1339,0
10.45.0.4,1335,0.74,1336,0
10.45.0.4,1336,0.95,1337,0
10.45.0.6,1339,0.32,1340,0
10.45.0.4,1337,0.59,1338,0
10.45.0.4,1338,0.74,1339,0
10.45.0.5,1363,0.40,1364,0
10.45.0.5,1364,0.52,1365,0
10.45.0.6,1340,1.03,1341,0
10.45.0.3,1346,0.59,1347,0
10.45.0.2,1345,0.50,1346,0
10.45.0.6,1341,0.49,1342,0
10.45.0.3,1347,0.75,1348,0
10.45.0.3,1348,0.74,1349,0
10.45.0.3,1349,0.70,1350,0
10.45.0.4,1339,0.77,1340,0
10.45.0.4,1340,0.76,1341,0
10.45.0.3,1350,0.65,1351,0
10.45.0.5,1365,0.48,1366,0
10.45.0.4,1341,0.90,1342,0
10.45.0.2,1346,0.57,1347,0
10.45.0.3,1351,0.57,1352,0
10.45.0.6,1342,0.50,1343,0
10.45.0.4,1342,0.92,1343,0
10.45.0.5,1366,0.54,1367,0
10.45.0.5,1367,0.88,1368,0
10.45.0.3,1352,0.72,1353,0
10.45.0.4,1343,0.87,1344,0
10.45.0.6,1343,0.31,1344,0
10.45.0.3,1353,0.80,1354,0
10.45.0.4,1344,1.15,1345,0
10.45.0.6,1344,0.42,1345,0
10.45.0.3,1354,0.47,1355,0
10.45.0.4,1345,1.11,1346,0
10.45.0.4,1346,1.33,1347,0
10.45.0.2,1347,0.50,1348,0
10.45.0.5,1368,0.66,1369,0
10.45.0.5,1369,0.83,1370,0
10.45.0.4,1347,0.66,1348,0
10.45.0.2,1348,0.73,1349,0
10.45.0.5,1370,2.73,1371,0
10.45.0.5,1371,0.35,1372,0
10.45.0.5,1372,0.41,1373,0
10.45.0.4,1348,0.48,1349,0
10.45.0.4,1349,0.80,1350,0
10.45.0.6,1345,0.55,1346,0
10.45.0.3,1355,0.47,1356,0
10.45.0.4,1350,0.75,1351,0
10.45.0.5,1373,0.41,1374,0
10.45.0.4,1351,1.04,1352,0
10.45.0.5,1374,0.53,1375,0
10.45.0.3,1356,0.43,1357,0
10.45.0.5,1375,0.43,1376,0
10.45.0.2,1349,0.46,1350,0
10.45.0.2,1350,0.55,1351,0
10.45.0.2,1351,1.22,1352,0
10.45.0.5,1376,0.61,1377,0
10.45.0.6,1346,3.23,1347,0
10.45.0.4,1352,4.51,1353,0
10.45.0.6,1347,0.35,1348,0
10.45.0.3,1357,0.44,1358,0
10.45.0.2,1352,2.87,1353,0
10.45.0.3,1358,0.45,1359,0
10.45.0.2,1353,0.78,1354,0
10.45.0.6,1348,0.95,1349,0
10.45.0.5,1377,0.56,1378,0
10.45.0.3,1359,0.97,1360,0
10.45.0.3,1360,0.65,1361,0
10.45.0.4,1353,1.10,1354,0
10.45.0.6,1349,0.49,1350,0
10.45.0.5,1378,0.45,1379,0
10.45.0.5,1379,0.86,1380,0
10.45.0.2,1354,0.66,1355,0
10.45.0.5,1380,0.54,1381,0
10.45.0.3,1361,0.70,1362,0
10.45.0.2,1355,0.59,1356,0
10.45.0.3,1362,1.20,1363,0
10.45.0.4,1354,1.20,1355,0
10.45.0.4,1355,1.08,1356,0
10.45.0.5,1381,0.60,1382,0
10.45.0.2,1356,0.91,1357,0
10.45.0.3,1363,0.79,1364,0
10.45.0.6,1350,0.75,1351,0
10.45.0.4,1356,1.17,1357,0
10.45.0.3,1364,0.69,1365,0
10.45.0.4,1357,0.83,1358,0
10.45.0.2,1357,0.89,1358,0
10.45.0.4,1358,1.63,1359,0
10.45.0.2,1358,0.58,1359,0
10.45.0.4,1359,0.67,1360,0
10.45.0.6,1351,0.23,1352,0
10.45.0.6,1352,0.59,1353,0
10.45.0.5,1382,0.68,1383,0
10.45.0.4,1360,0.59,1361,0
10.45.0.3,1365,0.79,1366,0
10.45.0.6,1353,0.43,1354,0
10.45.0.3,1366,0.43,1367,0
10.45.0.2,1359,0.62,1360,0
10.45.0.3,1367,0.59,1368,0
10.45.0.3,1368,0.61,1369,0
10.45.0.5,1383,0.73,1384,0
10.45.0.4,1361,0.62,1362,0
10.45.0.6,1354,0.89,1355,0
10.45.0.5,1384,1.12,1385,0
10.45.0.4,1362,1.05,1363,0
10.45.0.2,1360,0.63,1361,0
10.45.0.3,1369,0.74,1370,0
10.45.0.6,1355,0.35,1356,0
10.45.0.3,1370,0.93,1371,0
10.45.0.5,1385,0.60,1386,0
10.45.0.6,1356,0.55,1357,0
10.45.0.2,1361,0.45,1362,0
10.45.0.4,1363,1.36,1364,0
10.45.0.6,1357,1.12,1358,0
10.45.0.3,1371,0.94,1372,0
10.45.0.5,1386,0.90,1387,0
10.45.0.2,1362,1.17,1363,0
10.45.0.6,1358,1.15,1359,0
10.45.0.2,1363,0.77,1364,0
10.45.0.4,1364,0.73,1365,0
10.45.0.5,1387,0.55,1388,0
10.45.0.4,1365,0.58,1366,0
10.45.0.6,1359,0.39,1360,0
10.45.0.5,1388,0.60,1389,0
10.45.0.6,1360,0.49,1361,0
10.45.0.5,1389,0.80,1390,0
10.45.0.3,1372,0.76,1373,0
10.45.0.2,1364,0.72,1365,0
10.45.0.6,1361,0.46,1362,0
10.45.0.5,1390,1.37,1391,0
10.45.0.6,1362,0.89,1363,0
10.45.0.4,1366,0.89,1367,0
10.45.0.3,1373,0.57,1374,0
10.45.0.6,1363,0.83,1364,0
10.45.0.4,1367,1.15,1368,0
10.45.0.6,1364,0.91,1365,0
10.45.0.4,1368,0.93,1369,0
10.45.0.4,1369,0.61,1370,0
10.45.0.6,1365,0.63,1366,0
10.45.0.6,1366,1.11,1367,0
10.45.0.5,1391,0.44,1392,0
10.45.0.6,1367,0.55,1368,0
10.45.0.2,1365,0.42,1366,0
10.45.0.5,1392,0.69,1393,0
10.45.0.4,1370,0.47,1371,0
10.45.0.3,1374,0.43,1375,0
10.45.0.3,1375,1.07,1376,0
10.45.0.3,1376,0.65,1377,0
10.45.0.6,1368,0.55,1369,0
10.45.0.2,1366,0.66,1367,0
10.45.0.5,1393,0.69,1394,0
10.45.0.4,1371,1.07,1372,0
10.45.0.6,1369,0.86,1370,0
10.45.0.4,1372,0.64,1373,0
10.45.0.4,1373,1.14,1374,0
10.45.0.4,1374,0.57,1375,0
10.45.0.5,1394,0.53,1395,0
10.45.0.4,1375,0.65,1376,0
10.45.0.6,1370,1.08,1371,0
10.45.0.2,1367,0.82,1368,0
10.45.0.3,1377,0.96,1378,0
10.45.0.3,1378,0.58,1379,0
10.45.0.3,1379,0.92,1380,0
10.45.0.3,1380,0.79,1381,0
10.45.0.6,1371,0.82,1372,0
10.45.0.2,1368,1.23,1369,0
10.45.0.2,1369,0.85,1370,0
10.45.0.5,1395,0.53,1396,0
10.45.0.5,1396,0.61,1397,0
10.45.0.4,1376,0.57,1377,0
10.45.0.5,1397,0.67,1398,0
10.45.0.2,1370,0.94,1371,0
10.45.0.4,1377,1.34,1378,0
10.45.0.3,1381,0.99,1382,0
10.45.0.2,1371,0.92,1372,0
10.45.0.4,1378,1.17,1379,0
10.45.0.3,1382,0.66,1383,0
10.45.0.6,1372,0.79,1373,0
10.45.0.2,1372,0.87,1373,0
10.45.0.4,1379,1.09,1380,0
10.45.0.2,1373,0.43,1374,0
10.45.0.3,1383,0.50,1384,0
10.45.0.4,1380,0.72,1381,0
10.45.0.5,1398,0.70,1399,0
10.45.0.5,1399,1.22,1400,0
10.45.0.6,1373,1.05,1374,0
10.45.0.6,1374,0.81,1375,0
10.45.0.3,1384,0.57,1385,0
10.45.0.5,1400,0.79,1401,0
10.45.0.3,1385,0.58,1386,0
10.45.0.6,1375,0.39,1376,0
10.45.0.2,1374,0.79,1375,0
10.45.0.4,1381,0.88,1382,0
10.45.0.3,1386,0.49,1387,0
10.45.0.3,1387,0.49,1388,0
10.45.0.2,1375,0.59,1376,0
10.45.0.5,1401,0.60,1402,0
10.45.0.2,1376,0.45,1377,0
10.45.0.6,1376,6.82,1377,0
10.45.0.6,1377,2.79,1378,0
10.45.0.3,1388,0.53,1389,0
10.45.0.3,1389,0.61,1390,0
10.45.0.3,1390,0.49,1391,0
10.45.0.4,1382,0.74,1383,0
10.45.0.5,1402,0.44,1403,0
10.45.0.5,1403,0.36,1404,0
10.45.0.5,1404,0.47,1405,0
10.45.0.6,1378,0.42,1379,0
10.45.0.4,1383,0.46,1384,0
10.45.0.6,1379,0.44,1380,0
10.45.0.4,1384,0.83,1385,0
10.45.0.2,1377,0.66,1378,0
10.45.0.6,1380,0.64,1381,0
10.45.0.6,1381,0.39,1382,0
10.45.0.4,1385,0.70,1386,0
10.45.0.4,1386,0.56,1387,0
10.45.0.5,1405,0.52,1406,0
10.45.0.5,1406,0.56,1407,0
10.45.0.5,1407,0.62,1408,0
10.45.0.5,1408,0.53,1409,0
10.45.0.4,1387,0.44,1388,0
10.45.0.4,1388,0.43,1389,0
10.45.0.3,1391,0.56,1392,0
10.45.0.5,1409,0.43,1410,0
10.45.0.3,1392,0.38,1393,0
10.45.0.5,1410,0.53,1411,0
10.45.0.3,1393,0.34,1394,0
10.45.0.5,1411,0.34,1412,0
10.45.0.5,1412,0.56,1413,0
10.45.0.2,1378,0.37,1379,0
10.45.0.6,1382,0.39,1383,0
10.45.0.6,1383,0.50,1384,0
10.45.0.4,1389,0.81,1390,0
10.45.0.2,1379,0.57,1380,0
10.45.0.2,1380,0.65,1381,0
10.45.0.3,1394,0.84,1395,0
10.45.0.4,1390,0.93,1391,0
10.45.0.2,1381,0.92,1382,0
10.45.0.5,1413,0.85,1414,0
10.45.0.6,1384,0.70,1385,0
10.45.0.3,1395,0.91,1396,0
10.45.0.2,1382,0.85,1383,0
10.45.0.2,1383,0.68,1384,0
10.45.0.2,1384,1.44,1385,0
10.45.0.4,1391,0.94,1392,0
10.45.0.5,1414,1.06,1415,0
10.45.0.4,1392,0.93,1393,0
10.45.0.4,1393,1.47,1394,0
10.45.0.5,1415,0.52,1416,0
10.45.0.4,1394,0.84,1395,0
10.45.0.6,1385,0.70,1386,0
10.45.0.5,1416,0.49,1417,0
10.45.0.3,1396,0.63,1397,0
10.45.0.4,1395,0.52,1396,0
10.45.0.5,1417,0.60,1418,0
10.45.0.5,1418,0.67,1419,0
10.45.0.6,1386,0.98,1387,0
10.45.0.2,1385,0.55,1386,0
10.45.0.3,1397,0.71,1398,0
10.45.0.3,1398,1.14,1399,0
10.45.0.5,1419,1.47,1420,0
