timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets,throughput_mbps,packet_rate,active_ues,selected_interface
1775223928.363643,490,490,10,10,0.0078,20.0,5,aggregate
1775223929.3661034,674,674,12,12,0.0108,24.0,5,aggregate
1775223930.3695185,2195,2195,25,25,0.0351,50.0,5,aggregate
1775223931.3715546,1751,1751,24,24,0.028,48.0,5,aggregate
1775223932.373709,4455,4455,50,50,0.0713,100.0,5,aggregate
1775223933.374897,2823,2823,34,34,0.0452,68.0,5,aggregate
1775223934.377445,858,858,14,14,0.0137,28.0,5,aggregate
1775223935.3793411,3492,3492,38,38,0.0559,76.0,5,aggregate
1775223936.3804147,674,674,12,12,0.0108,24.0,5,aggregate
1775223937.3832152,1289,1289,16,16,0.0206,32.0,5,aggregate
1775223938.3857656,2266,2266,24,24,0.0363,48.0,5,aggregate
1775223939.387493,674,674,12,12,0.0108,24.0,5,aggregate
1775223940.3888497,2019,2019,21,21,0.0323,42.0,5,aggregate
1775223941.391437,2212,2212,30,30,0.0354,60.0,5,aggregate
1775223942.395643,5330,5330,59,59,0.0853,118.0,5,aggregate
1775223943.3972642,2674,2674,33,33,0.0428,66.0,5,aggregate
1775223944.4038296,674,674,12,12,0.0108,24.0,5,aggregate
1775223945.4140956,3381,3381,34,34,0.0541,68.0,5,aggregate
1775223946.4168093,666,666,14,14,0.0107,28.0,5,aggregate
1775223947.4190328,1387,1387,18,18,0.0222,36.0,5,aggregate
1775223948.4199054,490,490,10,10,0.0078,20.0,5,aggregate
1775223949.422721,1410,1410,20,20,0.0226,40.0,5,aggregate
1775223950.4253929,2825,2825,29,29,0.0452,58.0,5,aggregate
1775223951.4277315,1672,1672,22,22,0.0268,44.0,5,aggregate
1775223952.4295418,4646,4646,54,54,0.0743,108.0,5,aggregate
1775223953.4323661,2542,2542,32,32,0.0407,64.0,5,aggregate
1775223954.43617,490,490,10,10,0.0078,20.0,5,aggregate
1775223955.4383368,3496,3496,36,36,0.0559,72.0,5,aggregate
1775223956.4393468,1834,1834,22,22,0.0293,44.0,5,aggregate
1775223957.4418058,1845,1845,26,26,0.0295,52.0,5,aggregate
1775223958.442786,1176,1176,18,18,0.0188,36.0,5,aggregate
1775223959.4442465,490,490,10,10,0.0078,20.0,5,aggregate
1775223960.4467344,3661,3661,35,35,0.0586,70.0,5,aggregate
1775223961.4509056,1706,1706,18,18,0.0273,36.0,5,aggregate
1775223962.4528637,5437,5437,58,58,0.087,116.0,5,aggregate
1775223963.4540043,3196,3196,40,40,0.0511,80.0,5,aggregate
1775223964.5061078,774,774,14,14,0.0124,28.0,5,aggregate
1775223965.513411,3330,3330,34,34,0.0533,68.0,5,aggregate
1775223966.514182,2720,2720,32,32,0.0435,64.0,5,aggregate
1775223967.5161622,2682,2682,32,32,0.0429,64.0,5,aggregate
1775223968.5221362,1459,1459,22,22,0.0233,44.0,5,aggregate
1775223969.5260348,1520,1520,18,18,0.0243,36.0,5,aggregate
1775223970.52781,3862,3862,43,43,0.0618,86.0,5,aggregate
1775223971.5330462,1506,1506,20,20,0.0241,40.0,5,aggregate
1775223972.5367563,4543,4543,50,50,0.0727,100.0,5,aggregate
1775223973.5387297,2475,2475,30,30,0.0396,60.0,5,aggregate
1775223974.5412207,1770,1770,24,24,0.0283,48.0,5,aggregate
1775223975.5435789,3480,3480,36,36,0.0557,72.0,5,aggregate
1775223976.5446007,490,490,10,10,0.0078,20.0,5,aggregate
1775223977.5478857,1485,1485,20,20,0.0238,40.0,5,aggregate
1775223978.549347,1226,1226,18,18,0.0196,36.0,5,aggregate
1775223979.5517912,666,666,14,14,0.0107,28.0,5,aggregate
1775223980.552991,3185,3185,33,33,0.051,66.0,5,aggregate
1775223981.5563152,674,674,12,12,0.0108,24.0,5,aggregate
1775223982.559838,4840,4840,56,56,0.0774,112.0,5,aggregate
1775223983.5615675,2496,2496,30,30,0.0399,60.0,5,aggregate
1775223984.562349,858,858,14,14,0.0137,28.0,5,aggregate
1775223985.5629044,3699,3699,40,40,0.0592,80.0,5,aggregate
1775223986.5653105,958,958,16,16,0.0153,32.0,5,aggregate
1775223987.567184,3045,3045,28,28,0.0487,56.0,5,aggregate
1775223988.5697114,490,490,10,10,0.0078,20.0,5,aggregate
1775223989.570528,490,490,10,10,0.0078,20.0,5,aggregate
1775223990.572623,3173,3173,35,35,0.0508,70.0,5,aggregate
1775223991.5824454,576,576,10,10,0.0092,20.0,5,aggregate
1775223992.6067297,4791,4791,53,53,0.0767,106.0,5,aggregate
1775223993.611359,3286,3286,39,39,0.0526,78.0,5,aggregate
1775223994.614154,830,830,15,15,0.0133,30.0,5,aggregate
1775223995.6147768,5121,5121,47,47,0.0819,94.0,5,aggregate
1775223996.6162288,666,666,14,14,0.0107,28.0,5,aggregate
1775223997.6187797,1671,1671,22,22,0.0267,44.0,5,aggregate
1775223998.6209083,674,674,12,12,0.0108,24.0,5,aggregate
